match_id,date_time,team,opponent,player_id,player_name,position,skillcorner_position,minutes,tracked_minutes,hsr_m,sprint_m,hsr_m_per90,sprint_m_per90,speed_p99_kmh,speed_max_kmh
2015213,2025-05-03T08:00:00Z,Western United,Auckland FC,51008,T. Imai,FB,Full Back,99.83,79.85,613.5,208.0,553.1,187.5,22.91,41.27
2015213,2025-05-03T08:00:00Z,Auckland FC,Western United,38673,G. May,ST,Center Forward,99.83,79.85,672.0,145.9,605.8,131.5,23.26,32.14
2015213,2025-05-03T08:00:00Z,Auckland FC,Western United,163972,M. Mata,ST,Center Forward,72.25,60.32,560.0,59.5,697.6,74.1,22.69,27.95
2015213,2025-05-03T08:00:00Z,Western United,Auckland FC,795529,M. Ruhs,ST,Center Forward,74.26,62.14,476.1,279.6,577.0,338.9,24.45,37.48
2015213,2025-05-03T08:00:00Z,Western United,Auckland FC,560916,N. Botić,ST,Center Forward,99.83,79.85,820.7,329.5,739.9,297.1,24.61,35.33
2015213,2025-05-03T08:00:00Z,Auckland FC,Western United,133501,L. Rogerson,W,Wide Attacker,99.83,79.85,1037.0,350.5,934.9,316.0,24.97,30.87
2015213,2025-05-03T08:00:00Z,Western United,Auckland FC,795527,M. Grimaldi,W,Wide Attacker,88.12,72.2,831.4,334.2,849.1,341.4,25.04,37.67
2015213,2025-05-03T08:00:00Z,Western United,Auckland FC,26844,R. Danzaki,W,Wide Attacker,74.26,62.14,590.8,267.6,716.0,324.3,24.8,30.72
2016236,2025-05-09T09:35:00Z,Adelaide United,Western United,26766,B. Vriends,CB,Central Defender,75.68,53.77,310.9,114.6,369.7,136.3,22.24,30.53
2016236,2025-05-09T09:35:00Z,Western United,Adelaide United,957737,D. Leonard,CB,Central Defender,100.06,72.02,446.4,88.2,401.6,79.3,22.1,40.91
2016236,2025-05-09T09:35:00Z,Adelaide United,Western United,809759,P. Kikianis,CB,Central Defender,100.06,72.02,423.8,213.5,381.2,192.1,23.34,41.07
2016236,2025-05-09T09:35:00Z,Western United,Adelaide United,51675,A. Thurgate,CM,Midfield,100.06,72.05,388.7,159.4,349.6,143.4,22.42,30.43
2016236,2025-05-09T09:35:00Z,Adelaide United,Western United,560893,E. Alagich,CM,Midfield,85.9,61.67,601.8,166.9,630.6,174.8,23.34,34.46
2016236,2025-05-09T09:35:00Z,Adelaide United,Western United,560895,Isaias,CM,Midfield,100.06,72.05,665.4,133.9,598.5,120.5,22.99,29.05
2016236,2025-05-09T09:35:00Z,Western United,Adelaide United,560917,R. Bozinovski,CM,Midfield,100.06,72.05,444.5,169.4,399.8,152.4,22.23,33.85
2016236,2025-05-09T09:35:00Z,Adelaide United,Western United,50959,S. Mauk,CM,Midfield,100.06,72.05,674.6,182.6,606.7,164.3,23.34,31.3
2016236,2025-05-09T09:35:00Z,Western United,Adelaide United,23922,B. Garuccio,FB,Full Back,100.06,72.05,745.9,302.8,670.9,272.4,24.78,41.14
2016236,2025-05-09T09:35:00Z,Adelaide United,Western United,51005,D. Pierias,FB,Full Back,100.06,72.04,628.3,244.1,565.2,219.5,23.69,39.41
2016236,2025-05-09T09:35:00Z,Adelaide United,Western United,4792,Javi López,FB,Full Back,75.68,53.77,386.1,104.6,459.1,124.4,22.69,29.72
2016236,2025-05-09T09:35:00Z,Western United,Adelaide United,51008,T. Imai,FB,Full Back,100.06,72.05,382.3,71.1,343.9,63.9,21.54,27.92
2016236,2025-05-09T09:35:00Z,Western United,Adelaide United,795520,T. Russell,FB,Full Back,87.0,63.68,639.2,366.4,661.3,379.0,25.6,40.07
2016236,2025-05-09T09:35:00Z,Adelaide United,Western United,797295,L. Jovanovic,ST,Center Forward,93.5,67.41,547.6,71.9,527.1,69.2,22.46,28.32
2016236,2025-05-09T09:35:00Z,Western United,Adelaide United,795529,M. Ruhs,ST,Center Forward,70.98,50.37,430.1,321.3,545.4,407.4,26.31,39.54
2016236,2025-05-09T09:35:00Z,Western United,Adelaide United,560916,N. Botić,ST,Center Forward,82.16,58.94,702.5,199.5,769.5,218.6,24.44,35.38
2016236,2025-05-09T09:35:00Z,Western United,Adelaide United,795527,M. Grimaldi,W,Wide Attacker,70.98,50.37,665.7,93.9,844.1,119.0,23.36,33.53
2016236,2025-05-09T09:35:00Z,Western United,Adelaide United,26844,R. Danzaki,W,Wide Attacker,82.16,58.94,527.0,258.2,577.3,282.8,24.88,34.18
2016236,2025-05-09T09:35:00Z,Adelaide United,Western United,23925,R. Kitto,W,Wide Attacker,100.06,72.05,717.0,275.0,644.9,247.3,24.5,29.95
2016236,2025-05-09T09:35:00Z,Adelaide United,Western United,42513,Z. Clough,W,Wide Attacker,85.9,61.67,600.9,217.3,629.6,227.6,23.98,35.4
2017461,2025-05-17T09:35:00Z,Auckland FC,Melbourne V FC,51667,D. Hall,CB,Central Defender,97.42,66.09,262.8,99.8,242.8,92.2,21.37,30.89
2017461,2025-05-17T09:35:00Z,Melbourne V FC,Auckland FC,51685,L. Jackson,CB,Central Defender,97.42,66.09,381.6,107.9,352.5,99.7,22.24,36.26
2017461,2025-05-17T09:35:00Z,Auckland FC,Melbourne V FC,33697,N. Pijnaker,CB,Central Defender,97.42,66.08,385.5,88.2,356.2,81.5,21.98,41.37
2017461,2025-05-17T09:35:00Z,Auckland FC,Melbourne V FC,23418,F. Gallegos,CM,Midfield,80.82,54.03,547.7,169.8,610.0,189.1,23.93,30.26
2017461,2025-05-17T09:35:00Z,Melbourne V FC,Auckland FC,159688,J. Valadon,CM,Midfield,97.42,66.09,663.5,110.6,612.9,102.2,23.08,28.9
2017461,2025-05-17T09:35:00Z,Auckland FC,Melbourne V FC,14736,L. Verstraete,CM,Midfield,97.42,66.09,475.7,11.9,439.5,11.0,21.47,25.5
2017461,2025-05-17T09:35:00Z,Melbourne V FC,Auckland FC,157294,R. Teague,CM,Midfield,97.42,66.09,554.6,174.8,512.3,161.5,23.66,30.97
2017461,2025-05-17T09:35:00Z,Melbourne V FC,Auckland FC,11117,Z. Machach,CM,Midfield,84.36,56.63,482.1,215.7,514.3,230.1,24.16,36.24
2017461,2025-05-17T09:35:00Z,Auckland FC,Melbourne V FC,133498,F. De Vries,FB,Full Back,80.82,54.03,461.1,268.2,513.5,298.7,25.25,34.16
2017461,2025-05-17T09:35:00Z,Auckland FC,Melbourne V FC,4322,H. Sakai,FB,Full Back,97.42,66.09,451.7,164.7,417.3,152.2,23.0,32.26
2017461,2025-05-17T09:35:00Z,Melbourne V FC,Auckland FC,800322,J. Inserra,FB,Full Back,97.42,66.09,710.2,404.9,656.1,374.1,26.22,33.29
2017461,2025-05-17T09:35:00Z,Melbourne V FC,Auckland FC,811820,K. Bos,FB,Full Back,97.42,66.09,670.3,94.9,619.3,87.7,22.37,28.75
2017461,2025-05-17T09:35:00Z,Auckland FC,Melbourne V FC,38673,G. May,ST,Center Forward,97.42,66.09,804.1,180.4,742.9,166.6,24.02,34.4
2017461,2025-05-17T09:35:00Z,Auckland FC,Melbourne V FC,624628,J. Randall,ST,Center Forward,63.52,44.06,562.4,311.7,796.8,441.7,26.28,33.17
2017461,2025-05-17T09:35:00Z,Melbourne V FC,Auckland FC,29075,N. Vergos,ST,Center Forward,70.23,47.92,339.9,124.3,435.6,159.3,23.56,33.88
2017461,2025-05-17T09:35:00Z,Melbourne V FC,Auckland FC,11885,D. Arzani,W,Wide Attacker,70.23,47.92,480.4,143.9,615.6,184.4,23.92,31.42
2017461,2025-05-17T09:35:00Z,Auckland FC,Melbourne V FC,133501,L. Rogerson,W,Wide Attacker,76.06,51.28,847.3,148.3,1002.6,175.5,23.96,29.04
2017461,2025-05-17T09:35:00Z,Auckland FC,Melbourne V FC,582974,M. Francois,W,Wide Attacker,63.52,44.06,612.7,256.2,868.1,362.9,25.88,32.04
2017461,2025-05-17T09:35:00Z,Melbourne V FC,Auckland FC,50955,N. Velupillay,W,Wide Attacker,84.36,56.63,604.0,105.9,644.4,113.0,23.5,28.61
